227 .False. # Number of lines, conductive flag
# 5 line header for n-k original data
# H2SO4 liquid 96%  -  Palmer & Williams (1975)
# Taken from: NEMESIS database
# wl(um)      n                k
11.9048 1.812 0.107
12.1951 1.751 0.096
12.5 1.71 0.094
12.6582 1.693 0.09
12.8205 1.663 0.09
13.1579 1.628 0.11
13.5135 1.604 0.126
13.8889 1.584 0.143
14.2857 1.567 0.16
14.7059 1.552 0.176
14.9254 1.543 0.183
15.3846 1.52 0.203
15.873 1.488 0.232
16.129 1.466 0.253
16.6667 1.41 0.34
16.9492 1.382 0.415
17.2414 1.389 0.54
17.5439 1.477 0.699
17.8571 1.68 0.802
18.1818 1.912 0.74
18.5185 2.045 0.569
18.8679 2.057 0.405
19.6078 1.961 0.241
20.0 1.913 0.209
20.4082 1.874 0.197
20.8333 1.848 0.194
21.2766 1.826 0.193
22.2222 1.785 0.218
22.7273 1.781 0.248
23.2558 1.822 0.274
24.3902 1.88 0.245
25.0 1.896 0.212
10000.0 1.896 0.212
