23689 .False. # Number of lines, conductive flag
# 5 line header for n-k original data
# Dry Ice CO2 solid - Hansen (1997, 2005)
# Taken from: courtesy Gary Hansen & Daniel Kitzmann - cite Hansen if used!!!
# wl(um)      n                k
5.200000e-02	5.047000e-01	1.163000e-01
5.300000e-02	5.100310e-01	1.839000e-01
5.410000e-02	5.158710e-01	2.605000e-01
5.510000e-02	5.306100e-01	3.283000e-01
5.640000e-02	5.701710e-01	4.211000e-01
5.740000e-02	6.283750e-01	4.813000e-01
5.790000e-02	6.656850e-01	4.987000e-01
5.850000e-02	7.102390e-01	5.132000e-01
5.900000e-02	7.456120e-01	5.132000e-01
5.950000e-02	7.765350e-01	5.122000e-01
6.020000e-02	8.190110e-01	5.054000e-01
6.200000e-02	8.837790e-01	4.484000e-01
6.260000e-02	8.927040e-01	4.279000e-01
6.330000e-02	8.954780e-01	4.086000e-01
6.530000e-02	8.925520e-01	3.728000e-01
6.700000e-02	8.757660e-01	3.525000e-01
6.850000e-02	8.634360e-01	3.554000e-01
7.040000e-02	8.338350e-01	3.341000e-01
7.250000e-02	7.926820e-01	3.660000e-01
7.470000e-02	7.512400e-01	3.883000e-01
7.750000e-02	7.066800e-01	4.900000e-01
7.950000e-02	7.084220e-01	5.782000e-01
8.050000e-02	7.309350e-01	6.333000e-01
8.160000e-02	7.680350e-01	6.652000e-01
8.270000e-02	8.086870e-01	6.973000e-01
8.380000e-02	8.506650e-01	7.060000e-01
8.490000e-02	9.035850e-01	7.215000e-01
8.610000e-02	9.453660e-01	6.681000e-01
8.730000e-02	9.316110e-01	6.169000e-01
8.750000e-02	9.225930e-01	6.101000e-01
8.800000e-02	8.981920e-01	6.023000e-01
8.860000e-02	8.600820e-01	6.023000e-01
8.980000e-02	8.170470e-01	6.749000e-01
9.120000e-02	8.208870e-01	7.515000e-01
9.250000e-02	8.587350e-01	8.212000e-01
9.390000e-02	9.102700e-01	8.493000e-01
9.450000e-02	9.302970e-01	8.657000e-01
9.500000e-02	9.521950e-01	8.783000e-01
9.540000e-02	9.763190e-01	8.870000e-01
9.600000e-02	1.012251e+00	8.793000e-01
9.650000e-02	1.035213e+00	8.628000e-01
9.690000e-02	1.043555e+00	8.425000e-01
9.750000e-02	1.042580e+00	8.222000e-01
9.800000e-02	1.032962e+00	8.085000e-01
9.840000e-02	1.023813e+00	8.094000e-01
9.900000e-02	1.014842e+00	8.094000e-01
9.950000e-02	1.006332e+00	8.114000e-01
1.000000e-01	9.936810e-01	8.133000e-01
1.016000e-01	9.633770e-01	8.580000e-01
1.033000e-01	9.493400e-01	9.296000e-01
1.051000e-01	9.721270e-01	1.031000e+00
1.069000e-01	1.036152e+00	1.104000e+00
1.090000e-01	1.074177e+00	1.113000e+00
1.110000e-01	1.033281e+00	1.163000e+00
1.120000e-01	9.755520e-01	1.220000e+00
1.130000e-01	8.888280e-01	1.327000e+00
1.140000e-01	8.128100e-01	1.558000e+00
1.150000e-01	8.121100e-01	1.889000e+00
1.155000e-01	8.629760e-01	2.112000e+00
1.160000e-01	9.767230e-01	2.343000e+00
1.165000e-01	1.159044e+00	2.586000e+00
1.170000e-01	1.432970e+00	2.817000e+00
1.173000e-01	1.657514e+00	2.928000e+00
1.177000e-01	1.984024e+00	2.997000e+00
1.180000e-01	2.237594e+00	3.006000e+00
1.183000e-01	2.498436e+00	2.992000e+00
1.186000e-01	2.774158e+00	2.939000e+00
1.190000e-01	3.151480e+00	2.798000e+00
1.195000e-01	3.617528e+00	2.469000e+00
1.200000e-01	3.840301e+00	1.829000e+00
1.205000e-01	3.752951e+00	1.312000e+00
1.210000e-01	3.583966e+00	1.017000e+00
1.215000e-01	3.443034e+00	8.231000e-01
1.220000e-01	3.315751e+00	6.585000e-01
1.250000e-01	2.739383e+00	2.033627e-01
1.300000e-01	2.262946e+00	4.791478e-02
1.350000e-01	2.036133e+00	1.781674e-02
1.400000e-01	1.905229e+00	8.759449e-03
1.450000e-01	1.819190e+00	4.930060e-03
1.500000e-01	1.757726e+00	2.824960e-03
1.550000e-01	1.711258e+00	1.497950e-03
1.600000e-01	1.674725e+00	6.801692e-04
1.650000e-01	1.645221e+00	2.483543e-04
1.700000e-01	1.620963e+00	6.931624e-05
1.740000e-01	1.604754e+00	5.264847e-05
1.741250e-01	1.604248e+00	4.560843e-05
1.742500e-01	1.603741e+00	3.871769e-05
1.743750e-01	1.603235e+00	3.375693e-05
1.745000e-01	1.602728e+00	2.986659e-05
1.746250e-01	1.602222e+00	2.685444e-05
1.747500e-01	1.601715e+00	2.441505e-05
1.750000e-01	1.600702e+00	2.081806e-05
1.752500e-01	1.599844e+00	1.836264e-05
1.755000e-01	1.598986e+00	1.648389e-05
1.757500e-01	1.598128e+00	1.498572e-05
1.760000e-01	1.597269e+00	1.372370e-05
1.762500e-01	1.596411e+00	1.257683e-05
1.765000e-01	1.595553e+00	1.150587e-05
1.767500e-01	1.594695e+00	1.049653e-05
1.770000e-01	1.593837e+00	9.525829e-06
1.772500e-01	1.592979e+00	8.588317e-06
1.775000e-01	1.592121e+00	7.698267e-06
1.777500e-01	1.591262e+00	6.927038e-06
1.780000e-01	1.590404e+00	6.290725e-06
1.782500e-01	1.589546e+00	5.751606e-06
1.785000e-01	1.588688e+00	5.278990e-06
1.787500e-01	1.587830e+00	4.849407e-06
1.790000e-01	1.586972e+00	4.458345e-06
1.792500e-01	1.586114e+00	4.097552e-06
1.795000e-01	1.585255e+00	3.764875e-06
1.797500e-01	1.584397e+00	3.454714e-06
1.800000e-01	1.583539e+00	3.166165e-06
1.802500e-01	1.582758e+00	2.900181e-06
1.805000e-01	1.581978e+00	2.658440e-06
1.810000e-01	1.580416e+00	2.224048e-06
1.817500e-01	1.578143e+00	1.683373e-06
1.820000e-01	1.577385e+00	1.527822e-06
1.822500e-01	1.576643e+00	1.389140e-06
1.825000e-01	1.575906e+00	1.260514e-06
1.827500e-01	1.575171e+00	1.149040e-06
1.830000e-01	1.574445e+00	1.046358e-06
1.832500e-01	1.573721e+00	9.569375e-07
1.835000e-01	1.573006e+00	8.730522e-07
1.840000e-01	1.571588e+00	7.312781e-07
1.845000e-01	1.570190e+00	6.149280e-07
1.850000e-01	1.568811e+00	5.191654e-07
1.852500e-01	1.568127e+00	4.793567e-07
1.855000e-01	1.567452e+00	4.403834e-07
1.857500e-01	1.566778e+00	4.042744e-07
1.860000e-01	1.566112e+00	3.697688e-07
1.862500e-01	1.565447e+00	3.371995e-07
1.865000e-01	1.564790e+00	3.066043e-07
1.867500e-01	1.564134e+00	2.786752e-07
1.870000e-01	1.563487e+00	2.535571e-07
1.872500e-01	1.562840e+00	2.308892e-07
1.875000e-01	1.562206e+00	2.101890e-07
1.880000e-01	1.560937e+00	1.741709e-07
1.885000e-01	1.559686e+00	1.444189e-07
1.890000e-01	1.558452e+00	1.202444e-07
1.895000e-01	1.557230e+00	1.008109e-07
1.900000e-01	1.556028e+00	8.413822e-08
1.905000e-01	1.554842e+00	6.983682e-08
1.910000e-01	1.553672e+00	5.772845e-08
1.915000e-01	1.552520e+00	4.747280e-08
1.920000e-01	1.551381e+00	3.893821e-08
1.922500e-01	1.550812e+00	3.538452e-08
1.925000e-01	1.550251e+00	3.196239e-08
1.927500e-01	1.549693e+00	2.907730e-08
1.930000e-01	1.549140e+00	2.627678e-08
1.932500e-01	1.548589e+00	2.394255e-08
1.935000e-01	1.548043e+00	2.165763e-08
1.937500e-01	1.547499e+00	1.972750e-08
1.940000e-01	1.546960e+00	1.783092e-08
1.945000e-01	1.545892e+00	1.471399e-08
1.950000e-01	1.544838e+00	1.229957e-08
1.955000e-01	1.543792e+00	1.046297e-08
1.960000e-01	1.542764e+00	9.126693e-09
1.965000e-01	1.541759e+00	8.211600e-09
1.970000e-01	1.540803e+00	7.635837e-09
1.975000e-01	1.539846e+00	7.226156e-09
1.980000e-01	1.538890e+00	6.868346e-09
1.990000e-01	1.536977e+00	6.337534e-09
2.000000e-01	1.535065e+00	5.928363e-09
2.020000e-01	1.531427e+00	5.251588e-09
2.050000e-01	1.526592e+00	4.433488e-09
2.100000e-01	1.518533e+00	3.301311e-09
2.120000e-01	1.515440e+00	2.923644e-09
2.150000e-01	1.511333e+00	2.330267e-09
2.160000e-01	1.509964e+00	2.179188e-09
2.170000e-01	1.508660e+00	2.035243e-09
2.200000e-01	1.504949e+00	1.644122e-09
2.220000e-01	1.502526e+00	1.481523e-09
2.250000e-01	1.499158e+00	1.215297e-09
2.280000e-01	1.495929e+00	9.983188e-10
2.300000e-01	1.493883e+00	8.477683e-10
2.320000e-01	1.491883e+00	7.514208e-10
2.340000e-01	1.490090e+00	6.591879e-10
2.350000e-01	1.489193e+00	6.148231e-10
2.360000e-01	1.488296e+00	5.846866e-10
2.380000e-01	1.486503e+00	5.280126e-10
2.400000e-01	1.484709e+00	4.698445e-10
2.420000e-01	1.482955e+00	4.476271e-10
2.440000e-01	1.481437e+00	4.237157e-10
2.450000e-01	1.480677e+00	4.110053e-10
2.460000e-01	1.479918e+00	4.091788e-10
2.480000e-01	1.478400e+00	4.016510e-10
2.500000e-01	1.476881e+00	3.902280e-10
2.520000e-01	1.475385e+00	3.918859e-10
2.540000e-01	1.474086e+00	3.937228e-10
2.600000e-01	1.470189e+00	3.954921e-10
2.620000e-01	1.468906e+00	3.956988e-10
2.640000e-01	1.467856e+00	3.971438e-10
2.700000e-01	1.464707e+00	4.145278e-10
2.720000e-01	1.463657e+00	4.177499e-10
2.740000e-01	1.462608e+00	4.193389e-10
2.800000e-01	1.459459e+00	4.306383e-10
2.825000e-01	1.458205e+00	4.348879e-10
